162
1 0.548814 0.715189 0.602763
2 0.544883 0.423655 0.645894
3 0.437587 0.891773 0.963663
4 0.383442 0.791725 0.528895
5 0.568045 0.925597 0.071036
6 0.087129 0.020218 0.832620
7 0.778157 0.870012 0.978618
8 0.799159 0.461479 0.780529
9 0.118274 0.639921 0.143353
10 0.944669 0.521848 0.414662
11 0.264556 0.774234 0.456150
12 0.568434 0.018790 0.617635
13 0.612096 0.616934 0.943748
14 0.681820 0.359508 0.437032
15 0.697631 0.060225 0.666767
16 0.670638 0.210383 0.128926
17 0.315428 0.363711 0.570197
18 0.438602 0.988374 0.102045
19 0.208877 0.161310 0.653108
20 0.253292 0.466311 0.244426
21 0.158970 0.110375 0.656330
22 0.138183 0.196582 0.368725
23 0.820993 0.097101 0.837945
24 0.096098 0.976459 0.468651
25 0.976761 0.604846 0.739264
26 0.039188 0.282807 0.120197
27 0.296140 0.118728 0.317983
28 0.414263 0.064147 0.692472
29 0.566601 0.265389 0.523248
30 0.093941 0.575946 0.929296
31 0.318569 0.667410 0.131798
32 0.716327 0.289406 0.183191
33 0.586513 0.020108 0.828940
34 0.004695 0.677817 0.270008
35 0.735194 0.962189 0.248753
36 0.576157 0.592042 0.572252
37 0.223082 0.952749 0.447125
38 0.846409 0.699479 0.297437
39 0.813798 0.396506 0.881103
40 0.581273 0.881735 0.692532
41 0.725254 0.501324 0.956084
42 0.643990 0.423855 0.606393
43 0.019193 0.301575 0.660174
44 0.290078 0.618015 0.428769
45 0.135474 0.298282 0.569965
46 0.590873 0.574325 0.653201
47 0.652103 0.431418 0.896547
48 0.367562 0.435865 0.891923
49 0.806194 0.703889 0.100227
50 0.919483 0.714241 0.998847
51 0.149448 0.868126 0.162493
52 0.615560 0.123820 0.848008
53 0.807319 0.569101 0.407183
54 0.069167 0.697429 0.453543
55 0.722056 0.866382 0.975522
56 0.855803 0.011714 0.359978
57 0.729991 0.171630 0.521037
58 0.054338 0.199997 0.018522
59 0.793698 0.223925 0.345352
60 0.928081 0.704414 0.031839
61 0.164694 0.621478 0.577229
62 0.237893 0.934214 0.613966
63 0.535633 0.589910 0.730122
64 0.311945 0.398221 0.209844
65 0.186193 0.944372 0.739551
66 0.490459 0.227415 0.254356
67 0.058029 0.434417 0.311796
68 0.696343 0.377752 0.179604
69 0.024679 0.067250 0.679393
70 0.453697 0.536579 0.896671
71 0.990339 0.216897 0.663078
72 0.263322 0.020651 0.758379
73 0.320017 0.383464 0.588317
74 0.831048 0.628982 0.872651
75 0.273542 0.798047 0.185636
76 0.952792 0.687488 0.215508
77 0.947371 0.730856 0.253942
78 0.213312 0.518201 0.025663
79 0.207470 0.424685 0.374170
80 0.463575 0.277629 0.586784
81 0.863856 0.117532 0.517379
82 0.132068 0.716860 0.396060
83 0.565421 0.183280 0.144848
84 0.488056 0.355613 0.940432
85 0.765325 0.748664 0.903720
86 0.083422 0.552192 0.584476
87 0.961936 0.292148 0.240829
88 0.100294 0.016430 0.929529
89 0.669917 0.785153 0.281730
90 0.586410 0.063955 0.485628
91 0.977495 0.876505 0.338159
92 0.961570 0.231702 0.949319
93 0.941378 0.799203 0.630448
94 0.874288 0.293020 0.848944
95 0.617877 0.013237 0.347234
96 0.148141 0.981829 0.478370
97 0.497391 0.639473 0.368585
98 0.136900 0.822118 0.189848
99 0.511319 0.224317 0.097844
100 0.862192 0.972919 0.960835
101 0.906555 0.774047 0.333145
102 0.081101 0.407241 0.232234
103 0.132488 0.053427 0.725594
104 0.011427 0.770581 0.146947
105 0.079522 0.089603 0.672048
106 0.245367 0.420539 0.557369
107 0.860551 0.727044 0.270328
108 0.131483 0.055374 0.301599
109 0.262118 0.456141 0.683281
110 0.695625 0.283519 0.379927
111 0.181151 0.788546 0.056848
112 0.696997 0.778695 0.777408
113 0.259423 0.373813 0.587600
114 0.272822 0.370853 0.197054
115 0.459856 0.044612 0.799796
116 0.076956 0.518835 0.306810
117 0.577543 0.959433 0.645570
118 0.035362 0.430402 0.510017
119 0.536177 0.681393 0.277596
120 0.128861 0.392676 0.956406
121 0.187131 0.903984 0.543806
122 0.456911 0.882041 0.458604
123 0.724168 0.399025 0.904044
124 0.690025 0.699622 0.327720
125 0.756779 0.636061 0.240020
126 0.160539 0.796391 0.959167
127 0.458139 0.590984 0.857723
128 0.457223 0.951874 0.575751
129 0.820767 0.908844 0.815524
130 0.159414 0.628898 0.398434
131 0.062713 0.424032 0.258684
132 0.849038 0.033305 0.958983
133 0.355369 0.356707 0.016329
134 0.185232 0.401260 0.929291
135 0.099615 0.945302 0.869489
136 0.454162 0.326701 0.232744
137 0.614465 0.033075 0.015606
138 0.428796 0.068074 0.251941
139 0.221161 0.253191 0.131055
140 0.012036 0.115484 0.618480
141 0.974256 0.990345 0.409054
142 0.162954 0.638762 0.490305
143 0.989410 0.065304 0.783234
144 0.288398 0.241419 0.662505
145 0.246063 0.665859 0.517309
146 0.424089 0.554688 0.287052
147 0.706575 0.414857 0.360546
148 0.828657 0.924967 0.046007
149 0.232627 0.348519 0.814966
150 0.985491 0.968972 0.904948
151 0.296556 0.992011 0.249420
152 0.105906 0.950953 0.233420
153 0.689768 0.058356 0.730709
154 0.881720 0.272437 0.379057
155 0.374296 0.748788 0.237807
156 0.171853 0.449292 0.304468
157 0.839189 0.237742 0.502389
158 0.942584 0.633998 0.867289
159 0.940210 0.750765 0.699575
160 0.967966 0.994401 0.451822
161 0.070870 0.292794 0.152355
162 0.417486 0.131289 0.604118
